id,event_id,source,source_event_id,municipio_id,lugar,localidad_key,direccion,enlaceboletos
706,245,ticketera,chucho-avellanet-en-jamas-te-olvidare,13,Moneró Café Teatro & Bar,13|monero cafe teatro and bar,"Moneró Café Teatro & Bar, Caguas",https://www.ticketera.com/events/detail/chucho-avellanet-en-jamas-te-olvidare
707,246,ticketera,charlie-sepulveda-celebrando-el-buena-vista-social-club,13,Moneró Café Teatro & Bar,13|monero cafe teatro and bar,"Moneró Café Teatro & Bar, Caguas",https://www.ticketera.com/events/detail/charlie-sepulveda-celebrando-el-buena-vista-social-club
708,247,ticketera,o-brasil-nossa-historia,13,Moneró Café Teatro & Bar,13|monero cafe teatro and bar,"Moneró Café Teatro & Bar, Caguas",https://www.ticketera.com/events/detail/o-brasil-nossa-historia
709,248,ticketera,gorda,13,Moneró Café Teatro & Bar,13|monero cafe teatro and bar,"Moneró Café Teatro & Bar, Caguas",https://www.ticketera.com/events/detail/gorda
710,249,ticketera,com-capital-of-motors,65,Puerto Rico Convention Center,65|puerto rico convention center,"Puerto Rico Convention Center, San Juan",https://www.ticketera.com/events/detail/com-capital-of-motors
711,250,ticketera,inflalandia,65,Puerto Rico Convention Center,65|puerto rico convention center,"Puerto Rico Convention Center, San Juan",https://www.ticketera.com/events/detail/inflalandia
712,251,ticketera,eliades-ochoa,65,CBA Santurce,65|cba santurce,"CBA Santurce, San Juan",https://www.ticketera.com/events/detail/eliades-ochoa
713,252,ticketera,bee-gees-sinfonico-1,65,CBA Santurce,65|cba santurce,"CBA Santurce, San Juan",https://www.ticketera.com/events/detail/bee-gees-sinfonico-1
714,253,ticketera,hamlet,65,CBA Santurce,65|cba santurce,"CBA Santurce, San Juan",https://www.ticketera.com/events/detail/hamlet
715,254,ticketera,jala-jala-el-combo-filarmonico,65,CBA Santurce,65|cba santurce,"CBA Santurce, San Juan",https://www.ticketera.com/events/detail/jala-jala-el-combo-filarmonico
716,255,ticketera,festival-casals-de-puerto-rico-2026-concierto-inaugural,65,CBA Santurce,65|cba santurce,"CBA Santurce, San Juan",https://www.ticketera.com/events/detail/festival-casals-de-puerto-rico-2026-concierto-inaugural
717,256,ticketera,festival-casals-de-puerto-rico-2026-recital-de-chelo-y-piano,65,CBA Santurce,65|cba santurce,"CBA Santurce, San Juan",https://www.ticketera.com/events/detail/festival-casals-de-puerto-rico-2026-recital-de-chelo-y-piano
718,257,ticketera,festival-casals-de-puerto-rico-2026-las-troyanas,65,CBA Santurce,65|cba santurce,"CBA Santurce, San Juan",https://www.ticketera.com/events/detail/festival-casals-de-puerto-rico-2026-las-troyanas
719,258,ticketera,los-tres-pianistas-one-more-time,65,CBA Santurce,65|cba santurce,"CBA Santurce, San Juan",https://www.ticketera.com/events/detail/los-tres-pianistas-one-more-time
720,259,ticketera,festival-casals-de-puerto-rico-2026-boston-symphony-chamber-players,65,CBA Santurce,65|cba santurce,"CBA Santurce, San Juan",https://www.ticketera.com/events/detail/festival-casals-de-puerto-rico-2026-boston-symphony-chamber-players
721,260,ticketera,radel-ortiz-stand-up-comedy-tour-2026,65,CBA Santurce,65|cba santurce,"CBA Santurce, San Juan",https://www.ticketera.com/events/detail/radel-ortiz-stand-up-comedy-tour-2026
722,261,ticketera,criollos-de-caguas-bsn-2026-temporada-regular,13,Coliseo Roger Mendoza,13|coliseo roger mendoza,"Coliseo Roger Mendoza, Caguas",https://www.ticketera.com/events/detail/criollos-de-caguas-bsn-2026-temporada-regular
723,262,ticketera,vaqueros-de-bayamon-bsn-2026-temporada-regular,11,Coliseo Rubén Rodríguez,11|coliseo ruben rodriguez,"Coliseo Rubén Rodríguez, Bayamón",https://www.ticketera.com/events/detail/vaqueros-de-bayamon-bsn-2026-temporada-regular
724,263,ticketera,osos-de-manati-bsn-2026-temporada-regular,47,"Coliseo Juan Aubín Cruz ""Bincito""",47|coliseo juan aubin cruz bincito,"Coliseo Juan Aubín Cruz ""Bincito"", Manatí",https://www.ticketera.com/events/detail/osos-de-manati-bsn-2026-temporada-regular
725,264,ticketera,choke-de-campeones,50,Palacio de Recreación y Deportes,50|palacio de recreacion y deportes,"Palacio de Recreación y Deportes, Mayagüez",https://www.ticketera.com/events/detail/choke-de-campeones
726,265,ticketera,tributo-a-las-k-pop,22,Centro de Convenciones de Coamo,22|centro de convenciones de coamo,Centro de Convenciones de Coamo,https://www.ticketera.com/events/detail/tributo-a-las-k-pop
727,265,ticketera,tributo-a-las-k-pop,36,Centro de Bellas Artes de Humacao,36|centro de bellas artes de humacao,Centro de Bellas Artes de Humacao,https://www.ticketera.com/events/detail/tributo-a-las-k-pop
728,266,ticketera,noche-de-san-juan,65,Fairmont El San Juan Hotel,65|fairmont el san juan hotel,Fairmont El San Juan Hotel,https://www.ticketera.com/events/detail/noche-de-san-juan
729,267,ticketera,dino-encounter-jurassic-experience,67,Centro de Bellas Artes de San Sebastián,67|centro de bellas artes de san sebastian,Centro de Bellas Artes de San Sebastián,https://www.ticketera.com/events/detail/dino-encounter-jurassic-experience
730,268,ticketera,mojito-fest,26,Parque Agroturístico El Dorado,26|parque agroturistico el dorado,Parque Agroturístico El Dorado,https://www.ticketera.com/events/detail/mojito-fest
731,269,ticketera,el-guaynabito-de-corozal,78,Teatro Ideal,78|teatro ideal,"Teatro Ideal, Yauco",https://www.ticketera.com/events/detail/el-guaynabito-de-corozal
732,269,ticketera,el-guaynabito-de-corozal,11,Teatro Braulio Castillo,11|teatro braulio castillo,"Teatro Braulio Castillo, Bayamón",https://www.ticketera.com/events/detail/el-guaynabito-de-corozal
733,269,ticketera,el-guaynabito-de-corozal,50,Teatro Yagüez,50|teatro yaguez,"Teatro Yagüez, Mayagüez",https://www.ticketera.com/events/detail/el-guaynabito-de-corozal
734,270,ticketera,dear-evan-hansen,65,CBA Santurce,65|cba santurce,"CBA Santurce, San Juan",https://www.ticketera.com/events/detail/dear-evan-hansen
735,271,ticketera,cuca-gomez-la-cenicienta,65,CBA Santurce,65|cba santurce,"CBA Santurce, San Juan",https://www.ticketera.com/events/detail/cuca-gomez-la-cenicienta
736,271,ticketera,cuca-gomez-la-cenicienta,50,Teatro Yagüez,50|teatro yaguez,"Teatro Yagüez, Mayagüez",https://www.ticketera.com/events/detail/cuca-gomez-la-cenicienta
737,272,ticketera,something-rotten,65,Teatro Francisco Arriví,65|teatro francisco arrivi,"Teatro Francisco Arriví, San Juan",https://www.ticketera.com/events/detail/something-rotten
738,273,ticketera,la-noche-santa,65,CBA Santurce,65|cba santurce,"CBA Santurce, San Juan",https://www.ticketera.com/events/detail/la-noche-santa
739,274,ticketera,soy-menopausica-y-que,41,Teatro Juventud,41|teatro juventud,"Teatro Juventud, Lajas",https://www.ticketera.com/events/detail/soy-menopausica-y-que
