nombre,telefono,direccion,latitud,longitud,municipio,categoria
El Taller Coffee Shop,,"PR-2 km. 16.7, Candelaria, Toa Baja 00949, Puerto Rico",18.4047358,-66.2055621,Toa Alta,Coffee Shops
Café y Medio,,"18.37235 66.21423, Toa Alta, 00953, Puerto Rico",18.3723611,-66.2142927,Toa Alta,Coffee Shops
Adrenaline Café,,"Jardines de Toa Alta Calle 1 Esquina, 7, Toa Alta, 00953, Puerto Rico",18.3914647,-66.2477815,Toa Alta,Coffee Shops
Panaderías Tosta'o: El Gran Maestro,,"PR-165, Toa Alta, 00953, Puerto Rico",18.3401482,-66.2746623,Toa Alta,Coffee Shops
Boricuafe,,"9Q6J+74H, Avenida Toa Alta Heights, Toa Alta, 00953, Puerto Rico",18.3606801,-66.2196445,Toa Alta,Coffee Shops
LG Vibrants,,"Barrio Quebrada Cruz, 2 PR-165 km 5, Toa Alta, 00953, Puerto Rico",18.345117,-66.2718402,Toa Alta,Coffee Shops
Tostao Yadrian Bakers,,"9Q2J+PMQ, PR-828, Toa Alta, 00953, Puerto Rico",18.3518121,-66.2183658,Toa Alta,Coffee Shops
Affogato Gelato,,"9PPW+4M2, Toa Alta, 00953, Puerto Rico",18.3852749,-66.253355,Toa Alta,Coffee Shops
Café Bernardo,,"9MCR+PQ3, Carr. 820, Toa Alta, 00953, Puerto Rico",18.3717508,-66.3080853,Toa Alta,Coffee Shops
Minerva's Bakery,,"Urb Levittville, SE-19, 7ma Sección, Av. Amalia Paoli, Levittown, Toa Baja 00949, Puerto Rico",18.4354828,-66.1776984,Toa Alta,Coffee Shops
Dream Coffee,,"PR-693, Dorado, Vega Alta 00646, Puerto Rico",18.4674284,-66.33339029999999,Toa Alta,Coffee Shops
Elementos Café,,"PR-2, Toa Baja, 00949, Puerto Rico",18.4040524,-66.2192623,Toa Alta,Coffee Shops
Momentos Café Coffee Shop & Bistro,,"Cll Marginal, Vega Alta, 00692, Puerto Rico",18.4132752,-66.3169461,Toa Alta,Coffee Shops
Frappe artesanal,,"9PMW+VJJ, PR-165, Toa Alta, 00953, Puerto Rico",18.3844247,-66.2535379,Toa Alta,Coffee Shops
MANÁ LEMONADE,,"9QP2+QHW, PR-861, Toa Alta, 00953, Puerto Rico",18.3869799,-66.2485564,Toa Alta,Coffee Shops
Cafe de la Abuela,,"9Q3J+WHM, PR-828, Toa Alta, 00953, Puerto Rico",18.3548466,-66.2185793,Toa Alta,Coffee Shops
El Bizcocho de Titi,,"52 Calle 4, Toa Alta, 00953, Puerto Rico",18.3911567,-66.252453,Toa Alta,Coffee Shops
Cake Me A Coffee,,"Al lado de Cooperativa San Miguel, 87 C. Georgetti, Naranjito, 00719, Puerto Rico",18.3007856,-66.24389339999999,Toa Alta,Coffee Shops
The Goat Coffee & Bar,,"C. Rosa de Tejas, Levittown, Toa Baja 00949, Puerto Rico",18.4437758,-66.1761106,Toa Alta,Coffee Shops
Abba’s Cakes (Simply Blessed),,"28 Calle Antonio R Barcelo, Toa Alta, 00953, Puerto Rico",18.3888994,-66.24826209999999,Toa Alta,Coffee Shops
KaFFeina PR,,"Paseo Cresta 3171 3ra sección, Urb. Levittown, Toa Baja 00949, Puerto Rico",18.4562611,-66.18256,Toa Alta,Coffee Shops
Hacienda El Mandril,,"Sector Mandril, PR-861 KM 10.7, Toa Alta, 00953, Puerto Rico",18.3811624,-66.2497064,Toa Alta,Coffee Shops
PANADERÍA PAN FACTORY,,"34-42 PR-2, Vega Alta, Vega Baja 00692, Puerto Rico",18.4380827,-66.352004,Toa Alta,Coffee Shops
Guafles,,"Carr. #2 Km. 18.1, Toa Baja, 00949, Puerto Rico",18.4033045,-66.2124377,Toa Alta,Coffee Shops
Expreso Liquor Store & Cafetería,,"Carr 819 Km 1.3 Int, Toa Alta, 00953, Puerto Rico",18.3877899,-66.2155911,Toa Alta,Coffee Shops
3 Brothers Grocery Store Cafe,,"Carr 824 km 3.5, Toa Alta, 00954, Puerto Rico",18.3499647,-66.2477282,Toa Alta,Coffee Shops
Hacienda San Pedro,,"211 Av. Ing. Manuel Domenech, San Juan, 00918, Puerto Rico",18.4151705,-66.0601792,Toa Alta,Coffee Shops
Elixir Mystic Kava House,,"36 Calle Antonio R Barcelo, Toa Alta, 00953, Puerto Rico",18.3877871,-66.2484948,Toa Alta,Coffee Shops
Café Sinaí,,"32 Avenida Blvd Monroig SPC 2, Toa Baja, 00949, Puerto Rico",18.4414812,-66.17824829999999,Toa Alta,Coffee Shops
Moon Coffee,,"San José, Toa Baja 00949, Puerto Rico",18.4096831,-66.2586374,Toa Alta,Coffee Shops
Sin Prisa Coffee Shop,,"1804 C. Loíza, San Juan, 00911, Puerto Rico",18.4514175,-66.05944769999999,Toa Alta,Coffee Shops
Platanean 2,,"Bo, PR-165 km 10.3, Toa Alta, 00953, Puerto Rico",18.382714,-66.2542759,Toa Alta,Coffee Shops
ROSADO Coffee San Juan,,"873 Av. San Patricio, San Juan, 00921, Puerto Rico",18.3943966,-66.0915194,Toa Alta,Coffee Shops
Espresso Lab Coffee Shop,,"8020 Tartak St Hyatt Centric San Juan, Lobby, 8020 José M. Tartak Ave, Carolina, 00979, Puerto Rico",18.4406718,-66.02198229999999,Toa Alta,Coffee Shops
ANTOJITO MAÑANERO,,"9QJH+RJF, PR-819, Toa Alta, 00953, Puerto Rico",18.3820574,-66.2209525,Toa Alta,Coffee Shops
Ninosh KAFÉ,,"6 Calle 4, Toa Alta, 00953, Puerto Rico",18.3667497,-66.2231217,Toa Alta,Coffee Shops
Nieves Café,,"9Q42+WMF, Puerto Rico 824, Toa Alta, 00953, Puerto Rico",18.3573182,-66.2483307,Toa Alta,Coffee Shops
Dos de morena,,"9Q9J+4WC, Pájaros, Toa Alta 00953, Puerto Rico",18.3678125,-66.2177344,Toa Alta,Coffee Shops
Candela Great Candy,,"Carr. 861 Km 6.2, Toa Alta, 00953, Puerto Rico",18.3680901,-66.2175718,Toa Alta,Coffee Shops
Mucaro Hut,,"8QX9+9Q, Pájaros, Toa Alta 00953, Puerto Rico",18.3484806,-66.2304971,Toa Alta,Coffee Shops
Hacienda San Pedro,,"318 Avenida José de Diego, San Juan, 00923, Puerto Rico",18.4469101,-66.0679083,Toa Alta,Coffee Shops
Florpicaleo (Palo seco),,"130 Calle Manuel Enriquez, Toa Baja, 00949, Puerto Rico",18.4603965,-66.14586179999999,Toa Alta,Coffee Shops
Cuela Coffee Shop - Guaynabo Pueblo,,"46 Carazo St, Guaynabo, 00969, Puerto Rico",18.3601149,-66.11079529999999,Toa Alta,Coffee Shops
El Carretón de la Virgencita,,"CP5R+XFF, PR-2, Toa Alta, Toa Baja 00949, Puerto Rico",18.4099256,-66.2588299,Toa Alta,Coffee Shops
Sazon N tre 2,,"bo, Toa Alta, 00953, Puerto Rico",18.3879948,-66.2481738,Toa Alta,Coffee Shops
Tierra Adentro Coffee Shop,,"Calle Sta. Águeda, San Juan, 00926, Puerto Rico",18.3740435,-66.0543423,Toa Alta,Coffee Shops
Pac-Man Pizza,,"Barrio, Toa Alta 00953, Puerto Rico",18.3567532,-66.25610189999999,Toa Alta,Coffee Shops
Hot Dog Manía,,"9Q9M+MHF, Toa Alta, 00953, Puerto Rico",18.369279,-66.21619079999999,Toa Alta,Coffee Shops
Boca Boca Generales,,"CX43+5XH, San Juan, 00923, Puerto Rico",18.4053911,-66.0449995,Toa Alta,Coffee Shops
Paolo's Coffee,,"401 C. del Parque, San Juan, 00912, Puerto Rico",18.4452617,-66.0658325,Toa Alta,Coffee Shops
El Rincón De Guavate,,"Ave Puerto Rico 865, Toa Baja, 00949, Puerto Rico",18.4113995,-66.2330936,Toa Alta,Coffee Shops
Ice Donuts Toa Alta,,"8PXJ+QC3, Puerto Rico 824, Toa Alta, 00953, Puerto Rico",18.349399,-66.2689406,Toa Alta,Coffee Shops
Chevy's,,"URB WOODBRIDGE PARK 15 Allen ST, Toa Alta, 00953, Puerto Rico",18.3611342,-66.2311666,Toa Alta,Coffee Shops
Shooters Billiards Bar and Grill,,"La Fuente Shopping Center, Av. Jardín Real, Toa Alta, 00953, Puerto Rico",18.3964439,-66.2329148,Toa Alta,Jangueo
El Rincón Familiar,,"Bo, interior sect parcela nueva, 305 PR-165, Toa Alta, 00953, Puerto Rico",18.3867126,-66.2534122,Toa Alta,Coffee Shops
Hacienda Carrión Café de Altura,,"Urb. Rexville, BB18 Calle 38 / Las Cumbres, Bayamón, 00957, Puerto Rico",18.3656716,-66.1914613,Toa Alta,Coffee Shops
The Fury Bar & Grill,,"Bo ortiz carr 829 km 1.7, Toa Alta, 00953, Puerto Rico",18.3590325,-66.2068663,Toa Alta,Jangueo
Panaderías Tosta'o: El Gran Maestro,,"PR-165, Toa Alta, 00953, Puerto Rico",18.3401482,-66.2746623,Toa Alta,Panaderías
Estancia Bakery,,"Carr. 861 Km. 5.8 Bo, Toa Alta, 00953, Puerto Rico",18.3683949,-66.21648379999999,Toa Alta,Panaderías
Panadería Marce,,"9PQW+RMG, PR-165, Toa Alta, 00953, Puerto Rico",18.3895516,-66.2532901,Toa Alta,Panaderías
Repostería La Familia,,"9P6M+GH2, Galateo, Toa Alta 00953, Puerto Rico",18.3612734,-66.2661165,Toa Alta,Panaderías
Panadería La Fe,,"8PXJ+H7P, H. Rivera Colón, Toa Alta 00953, Puerto Rico",18.3489538,-66.269284,Toa Alta,Panaderías
The Summits Bakery,,"9P87+G46, Toa Alta 00953, Puerto Rico",18.3662867,-66.28721879999999,Toa Alta,Panaderías
El Bizcocho de Titi,,"52 Calle 4, Toa Alta, 00953, Puerto Rico",18.3911567,-66.252453,Toa Alta,Panaderías
Panadería Flor de España,,"9Q5V+W24, PR-829, Toa Alta, 00953, Puerto Rico",18.3597699,-66.2074231,Toa Alta,Panaderías
Panadería Génesis,,"PR-861, Toa Alta, 00953, Puerto Rico",18.3715789,-66.2151875,Toa Alta,Panaderías
Tostao Yadrian Bakers,,"9Q2J+PMQ, PR-828, Toa Alta, 00953, Puerto Rico",18.3518121,-66.2183658,Toa Alta,Panaderías
Panadería y Repostería Lemy,,"3376 Blvd. Levittown, Toa Baja, 00949, Puerto Rico",18.4535479,-66.1858912,Toa Alta,Panaderías
Aquino Bakery,,"CRPC+CCW, Cll Lago Cerrillo, Levittown, Toa Baja 00949, Puerto Rico",18.4361225,-66.17892859999999,Toa Alta,Panaderías
Candelaria Bakery toa baja,,"Carr. 865 km 4.3 #88, Toa Baja, 00949, Puerto Rico",18.4169308,-66.2188503,Toa Alta,Panaderías
PANADERÍA PAN FACTORY,,"34-42 PR-2, Vega Alta, Vega Baja 00692, Puerto Rico",18.4380827,-66.352004,Toa Alta,Panaderías
Cafeliz,,"Toa Alta, 00953, Puerto Rico",18.3896782,-66.25327170000001,Toa Alta,Panaderías
Panadería Borinqueña,,"Blvd De Levittown, Levittown, Toa Baja 00949, Puerto Rico",18.4457152,-66.1748305,Toa Alta,Panaderías
The Tank Bar & Grill,,"Bo. Ortiz Carretera 829 km. 0.8, Toa Alta, 00953, Puerto Rico",18.3665875,-66.2089834,Toa Alta,Jangueo
The Fury Bar & Grill,,"Bo ortiz carr 829 km 1.7, Toa Alta, 00953, Puerto Rico",18.3590325,-66.2068663,Toa Alta,Jangueo
Last Jump,,"PR827, Toa Alta 00953, Puerto Rico",18.3335059,-66.2080671,Toa Alta,Jangueo
The Lemon Bar & Grill / Anita's,,"9P84+3X4, H. Rivera Colón, Toa Alta 00953, Puerto Rico",18.3651451,-66.2925362,Toa Alta,Jangueo
Hacienda El Mandril,,"Sector Mandril, PR-861 KM 10.7, Toa Alta, 00953, Puerto Rico",18.3811624,-66.2497064,Toa Alta,Jangueo
Shooters Billiards Bar and Grill,,"La Fuente Shopping Center, Av. Jardín Real, Toa Alta, 00953, Puerto Rico",18.3964439,-66.2329148,Toa Alta,Jangueo
870 Rooftop Bar and Grill,,"9P7G+HR7, PR-823, Toa Alta, 00953, Puerto Rico",18.3639188,-66.2729521,Toa Alta,Jangueo
Player's Sport Bar,,"9PMW+VJJ, PR-165, Toa Alta, 00953, Puerto Rico",18.3847142,-66.2534816,Toa Alta,Jangueo
THE HIT DE ORO SPORT BAR,,"9PFQ+R8W, PR-165, Toa Alta, 00953, Puerto Rico",18.3746158,-66.26168679999999,Toa Alta,Jangueo
#MALA VIDA SPORT BAR,,"URB. TOA ALTA HEIGHTS, D-13 Av. Principal Sur, Toa Alta, 00953, Puerto Rico",18.3631073,-66.21085529999999,Toa Alta,Jangueo
El Josco Bar & Grill,,"9PPW+RHH, PR-165, Toa Alta, 00953, Puerto Rico",18.3870512,-66.2535244,Toa Alta,Jangueo
Ruta 861 Bar & Restaurant,,"Carr. 861 km 6.0, Toa Alta, 00953, Puerto Rico",18.367551,-66.2193099,Toa Alta,Restaurantes
Contra El Viento,,"Ave Puerto Rico 865, Toa Baja 00949, Puerto Rico",18.4119708,-66.2271887,Toa Alta,Jangueo
Pikyjuega,,"PR-159 Km. 20.6, Toa Alta, 00953, Puerto Rico",18.3440073,-66.2761912,Toa Alta,Jangueo
Candela Great Candy,,"Carr. 861 Km 6.2, Toa Alta, 00953, Puerto Rico",18.3680901,-66.2175718,Toa Alta,Jangueo
1 y Ya’,,"9PGR+24W, Toa Alta, 00953, Puerto Rico",18.3750619,-66.259629,Toa Alta,Jangueo
Barra 360 & Lucky Spot,,"Sector Mandril, PR-861 KM 10.7, Toa Alta, 00953, Puerto Rico",18.3803311,-66.2496239,Toa Alta,Jangueo
JJM Sport Bar,,"Avenida Toa Alta Heights, Toa Alta, 00953, Puerto Rico",18.3625004,-66.2126948,Toa Alta,Jangueo
El Cielito,,"Contorno,, 9PHM+2QW, Toa Alta, 00953, Puerto Rico",18.3776169,-66.2655485,Toa Alta,Jangueo
Piloneando Toa Alta,,"9Q8H+R87 Carretera 861, Bo KM 6.5, Pajaros, Toa Alta 00953, Puerto Rico",18.3670625,-66.22168750000002,Toa Alta,Jangueo
El Oasis Patio Bar,,"PR-693, Sabana, Vega Alta 00692, Puerto Rico",18.4693609,-66.3230222,Toa Alta,Jangueo
Bar La Carcajada,,"9Q9M+HC4, PR-861, Toa Alta, 00953, Puerto Rico",18.368886,-66.2164092,Toa Alta,Jangueo
Rudy's Pub - Sopas,,"8PWJ+5X2, Calle Secc. Punta Brava, H. Rivera Colon, Toa Alta 00953, Puerto Rico",18.3453999,-66.2676139,Toa Alta,Jangueo
Nereida's Porch Pub,,"8PRF+FF7, Corozal 00953, Puerto Rico",18.3411631,-66.27632539999999,Toa Alta,Jangueo
Julius Pizza,,"1000 La Fuente Shopping Center, Ste 33, Toa Alta, 00953, Puerto Rico",18.3960921,-66.2332282,Toa Alta,Jangueo
La Barricas Sport Bar,,"9Q9J+486, Pájaros, Toa Alta 00953, Puerto Rico",18.3671507,-66.2198792,Toa Alta,Jangueo
Barbacoa 861,,"PR-861 km 5.9, Toa Alta, 00953, Puerto Rico",18.3677224,-66.21844779999999,Toa Alta,Jangueo
Cafeliz,,"Toa Alta, 00953, Puerto Rico",18.3896782,-66.25327170000001,Toa Alta,Jangueo
El Rincón De Kabiyo,,"00953 Carr. 829, Bayamón, Toa Alta 00957, Puerto Rico",18.3599751,-66.2073219,Toa Alta,Jangueo
Lucky Spot (Agencia Hípica & Bar),,"9QH2+W6Q, Toa Alta, 00953, Puerto Rico",18.379838,-66.2493956,Toa Alta,Jangueo
John John Restaurant,,"Puerto Rico 824, Toa Alta, 00953, Puerto Rico",18.3578125,-66.2475625,Toa Alta,Restaurantes
Aníbal BBQ,,"9PPW+FPW, PR-165, Toa Alta, 00953, Puerto Rico",18.3862277,-66.2531628,Toa Alta,Jangueo
TOA ALTA BBQ,,"9PFQ+PC8, Toa Alta, 00953, Puerto Rico",18.3742927,-66.2614289,Toa Alta,Jangueo
La Alegria Chicken In,,"5 PR-861, Toa Alta, 00953, Puerto Rico",18.3764339,-66.19937879999999,Toa Alta,Jangueo
Hacienda Rosado Ayala,,"carr. 165, Bo km. 7.1, Toa Alta, 00953, Puerto Rico",18.3587602,-66.2671342,Toa Alta,Jangueo
B22 by Saveur,,"B22 C. Delonix, Toa Alta, 00953, Puerto Rico",18.3825297,-66.28624479999999,Toa Alta,Jangueo
LA GOMERA SPORT BAR,,"Avenida Principal Carr. 865, Campanillas, Toa Baja 00949, Puerto Rico",18.4203635,-66.2424327,Toa Alta,Jangueo
The Kañaveral,,"Galateo Toa Alta 00953, Toa Alta 00953, Puerto Rico",18.3594106,-66.2679381,Toa Alta,Jangueo
Tsunami Colmado Bar & Grill,,"9P8J+CGQ, Galateo, Toa Alta 00953, Puerto Rico",18.3660849,-66.2686469,Toa Alta,Jangueo
El Gran Chaparral Cantina,,"Carr 861, sector k.m.6.9, Toa Alta, 00953, Puerto Rico",18.3667262,-66.2237667,Toa Alta,Jangueo
Moroco's Café Bar & Grill,,"9MCQ+8H4, Puerto Rico 820, Corozal, Toa Alta 00953, Puerto Rico",18.370771,-66.31103279999999,Toa Alta,Jangueo
The Flight Park,,"CXPQ+R5G, Carolina, 00979, Puerto Rico",18.4370595,-66.01203989999999,Toa Alta,Jangueo
El Pilomatico Sport Bar,,"66 Calle Luis Muñoz Rivera, Toa Alta, 00953, Puerto Rico",18.3871748,-66.2505597,Toa Alta,Jangueo
Limo Viejo Beach,,"Sardinera Beach Calle C 134 G, 133 Calle C, Dorado, 00646, Puerto Rico",18.4709426,-66.279501,Toa Alta,Jangueo
El Chinchorro de Raymond,,"8PVH+Q5X, PR-165, Toa Alta, 00953, Puerto Rico",18.3444752,-66.27201269999999,Toa Alta,Jangueo
La Cabaña,,"Urb. Levittown Ave. Dos Palmas Local #2832, Toa Baja, 00949, Puerto Rico",18.4501563,-66.17614379999999,Toa Alta,Jangueo
El Toalteño,,"CQ3M+9VG, Candelaria, Toa Baja 00949, Puerto Rico",18.4034284,-66.2153005,Toa Alta,Jangueo
Joel Sports Bar,,"Hc 3 box 9328, Dorado, 00646, Puerto Rico",18.3968566,-66.26110539999999,Toa Alta,Jangueo
El Che By Richard Resto,,"9Q8H+P9M, PR-861, Toa Alta, 00953, Puerto Rico",18.366835,-66.2215733,Toa Alta,Jangueo
La Gran Parada -Toa Alta,,"Carr.165, Bo km 5.5, Toa Alta, 00953, Puerto Rico",18.3867126,-66.2534122,Toa Alta,Jangueo
Bar de Chivín,,"9P59+CQW, Toa Alta 00953, Puerto Rico",18.3586125,-66.28053129999999,Toa Alta,Jangueo
Bar La Cabaña - El Quenepo,,"Calle 2, Esq. Calle 3, #116-A, Dorado, 00646, Puerto Rico",18.3916512,-66.2613594,Toa Alta,Jangueo
El Ocho de Rio,,"102 Av. Universidad, San Juan, 00925, Puerto Rico",18.4029734,-66.05471949999999,Toa Alta,Jangueo
La Esquina de Diego,,"553 Calle de Diego, San Juan, 00901, Puerto Rico",18.3977908,-66.0311442,Toa Alta,Jangueo
El Mercadito de Luly,,"World Plaza, 268 Av. Luis Muñoz Rivera, San Juan, 00919, Puerto Rico",18.4241186,-66.0588422,Toa Alta,Jangueo
El Kampestre,,"D29 Avenida Boulevard carretera 868, C. Marina, Mansión del Mar, Toa Baja 00949, Puerto Rico",18.4530163,-66.1858141,Toa Alta,Jangueo
La Cantina Karaoke Bar & Restaurant,,"304 Av. Juan Ponce de León, San Juan, 00918, Puerto Rico",18.4245107,-66.0577606,Toa Alta,Restaurantes
El Punto 8 Sport Bar,,"901 Cll Hypolais, San Juan, 00924, Puerto Rico",18.4083342,-66.0077283,Toa Alta,Jangueo
Mojitos Solution Bar & Rest.,,"796 Av. Roberto Sánchez Vilella, San Juan, 00924, Puerto Rico",18.4080781,-66.0017149,Toa Alta,Jangueo
Colmado & Bar La Pra,,"9Q4J+CV3, PR-828, Toa Alta, 00953, Puerto Rico",18.3560482,-66.2178535,Toa Alta,Jangueo
Pedrona Food Truck,,"CARR 863, Pajaros, Toa Baja 00949, Puerto Rico",18.3935111,-66.2005472,Toa Alta,Food Trucks
La Pendejá - Toa Alta,,"9QFQ+3VP, PR-861, Toa Alta, 00953, Puerto Rico",18.372688,-66.210313,Toa Alta,Food Trucks
Bayamón Foodtruck Station,,"15 Av. Lomas Verdes #1C, Bayamón, 00956, Puerto Rico",18.3830915,-66.14465899999999,Toa Alta,Food Trucks
Platanean 2,,"Bo, PR-165 km 10.3, Toa Alta, 00953, Puerto Rico",18.382714,-66.2542759,Toa Alta,Food Trucks
Cupey Food Truck Park,,"PR-176, antes calle Tejas, Ave Victor M Labiosa, San Juan, 00926, Puerto Rico",18.375297,-66.05441569999999,Toa Alta,Food Trucks
Sabores Gourmet Criollo (Food Truck),,"CRWH+4G2, Levittown, Toa Baja 00949, Puerto Rico",18.445304,-66.1719884,Toa Alta,Food Trucks
Little Town Food Truck Park,,"al lado de Walgreens, Carretera 183, Las Piedras, 00771, Puerto Rico",18.1740942,-65.87931739999999,Toa Alta,Food Trucks
La Chupleta Food Truck,,"Ave.Los Diminicos Calle Marginal, C. Alelí, Mansión del Mar, Toa Baja 00949, Puerto Rico",18.4447876,-66.1748166,Toa Alta,Food Trucks
El Comelón,,"Carretera #2 barrio Espinosa km 29.9, Vega Alta, 00692, Puerto Rico",18.4139154,-66.3156055,Toa Alta,Food Trucks
Miramar Food Truck Park,,"1006 Av. de la Constitución, San Juan, 00907, Puerto Rico",18.4531242,-66.07851149999999,Toa Alta,Food Trucks
Food Street,,"1319 Avenida F.D. Roosevelt, San Juan, 00920, Puerto Rico",18.4137549,-66.0903902,Toa Alta,Food Trucks
La Pendejá - Toa Baja,,"100 Cll Colina Real, Toa Baja, 00949, Puerto Rico",18.4046867,-66.22259389999999,Toa Alta,Food Trucks
El Rincón de las Papas Asadas,,"CARR. 165, KM. 10.6, Barrio, Toa Alta, 00953, Puerto Rico",18.3853506,-66.25326869999999,Toa Alta,Food Trucks
Food Truck Park,,"166 PR-199, Guaynabo, 00969, Puerto Rico",18.3610604,-66.11528609999999,Toa Alta,Food Trucks
Las Jibaritas Food Truck,,"Expreso Trujillo Alto, #181 Urb. Lago Alto, San Juan, Trujillo Alto 00926, Puerto Rico",18.3649428,-66.00714839999999,Toa Alta,Food Trucks
Leña Eh Food Truck,,"1006 PR-25, San Juan, 00901, Puerto Rico",18.4530985,-66.0785191,Toa Alta,Food Trucks
Pikoteando Foodtruck,,"C. Del Carmen, Toa Baja, 00952, Puerto Rico",18.4375163,-66.1848894,Toa Alta,Food Trucks
The Tank Bar & Grill,,"Bo. Ortiz Carretera 829 km. 0.8, Toa Alta, 00953, Puerto Rico",18.3665875,-66.2089834,Toa Alta,Jangueo
Dorado Food Truck Strip,,"1 PR-696, Dorado, 00646, Puerto Rico",18.4630245,-66.27284209999999,Toa Alta,Food Trucks
Rivera's Pizza Food Truck,,"PR-826, Naranjito, 00719, Puerto Rico",18.3175732,-66.225431,Toa Alta,Food Trucks
Tripleta El Famoso Food Truck,,"Km 79.2, PR-3, Humacao, 00791, Puerto Rico",18.145546,-65.8132372,Toa Alta,Food Trucks
No Te Quites Food Truck,,"Carr Puerto Rico 2 KM 16.1, Candelaria, Toa Baja 00952, Puerto Rico",18.405015,-66.1986349,Toa Alta,Food Trucks
Perras K-lientes,,"CRVG+W26, Av. Los Dominicos, Mansión del Mar, Toa Baja 00949, Puerto Rico",18.4447798,-66.17497329999999,Toa Alta,Food Trucks
Food Trucks,,"C. Comercio, San Juan, 00902, Puerto Rico",18.4636504,-66.114226,Toa Alta,Food Trucks
Doble 7 Seafood,,"9Q8G+G6C, PR-861, Toa Alta, 00953, Puerto Rico",18.3663037,-66.2244857,Toa Alta,Food Trucks
JL Trailers,,"Candelaria, Toa Baja 00949, Puerto Rico",18.4076705,-66.2289467,Toa Alta,Food Trucks
La Pendejá Food Truck,,"34 C. 2, Caguas, 00725, Puerto Rico",18.2131785,-66.0542442,Toa Alta,Food Trucks
Pizza Factory Truck,,"Calle Gutierrez, Esquina, Carr 869, Candelaria, Toa Baja 00949, Puerto Rico",18.3996809,-66.2111084,Toa Alta,Food Trucks
SMASH N SHAKE,,"Levittown Lakes DM1, Mansión del Mar, Toa Baja 00949, Puerto Rico",18.4349789,-66.1789801,Toa Alta,Food Trucks
Chevy's,,"URB WOODBRIDGE PARK 15 Allen ST, Toa Alta, 00953, Puerto Rico",18.3611342,-66.2311666,Toa Alta,Food Trucks
Puerto Nuevo Food Truck Park,,"1321 Avenida F.D. Roosevelt #1323, San Juan, 00920, Puerto Rico",18.4137659,-66.0903952,Toa Alta,Food Trucks
Sabor de meche Food truck,,"107 Cll Popular, Caño Martin Peña, San Juan 00917, Puerto Rico",18.4287377,-66.0574127,Toa Alta,Food Trucks
Gordo's Tacos,,"CM7J+8M6, Vega Alta, 00692, Puerto Rico",18.4132779,-66.3183438,Toa Alta,Food Trucks
La Pendejá,,"Carr.167 C. Marginal B-11(B, Bayamón, 00959, Puerto Rico",18.3850534,-66.1655494,Toa Alta,Food Trucks
La familia food truck,,"369–499 Calle 3 Toa Baja, Puerto Rico 00949, Estados Unidos, Toa Baja, 00951, Puerto Rico",18.3976125,-66.2447626,Toa Alta,Food Trucks
Estancia Bakery,,"Carr. 861 Km. 5.8 Bo, Toa Alta, 00953, Puerto Rico",18.3683949,-66.21648379999999,Toa Alta,Postres
Sweet & Natural Frappes,,"Carr. 829 Km 1.8, Toa Alta, 00953, Puerto Rico",18.3631624,-66.20814539999999,Toa Alta,Postres
Abba’s Cakes (Simply Blessed),,"28 Calle Antonio R Barcelo, Toa Alta, 00953, Puerto Rico",18.3888994,-66.24826209999999,Toa Alta,Postres
Panaderías Tosta'o: El Gran Maestro,,"PR-165, Toa Alta, 00953, Puerto Rico",18.3401482,-66.2746623,Toa Alta,Postres
Paletados,,"Carr 167 Ave. Comerio, Shopping Davison Plaza Local E-1, Mansión del Mar, Toa Baja 00949, Puerto Rico",18.4377394,-66.16559149999999,Toa Alta,Postres
Cafeliz,,"Toa Alta, 00953, Puerto Rico",18.3896782,-66.25327170000001,Toa Alta,Postres
Repostería La Familia,,"9P6M+GH2, Galateo, Toa Alta 00953, Puerto Rico",18.3612734,-66.2661165,Toa Alta,Postres
Panadería Marce,,"9PQW+RMG, PR-165, Toa Alta, 00953, Puerto Rico",18.3895516,-66.2532901,Toa Alta,Postres
Affogata -Toa Alta,,"PR-861, Toa Alta, 00953, Puerto Rico",18.3756085,-66.20446960000001,Toa Alta,Postres
El Bizcocho de Titi,,"52 Calle 4, Toa Alta, 00953, Puerto Rico",18.3911567,-66.252453,Toa Alta,Postres
Strawberry Boutique Coffee and Sweets,,"Carr Puerto Rico 2, intersección, Cll Guayaba, Toa Baja, 00949, Puerto Rico",18.4040831,-66.2078119,Toa Alta,Postres
Panadería Génesis,,"PR-861, Toa Alta, 00953, Puerto Rico",18.3715789,-66.2151875,Toa Alta,Postres
El Cake by Liza Hernández,,"Calle 2, Bayamón, Toa Alta 00956, Puerto Rico",18.3597839,-66.2077425,Toa Alta,Postres
Panadería La Fe,,"8PXJ+H7P, H. Rivera Colón, Toa Alta 00953, Puerto Rico",18.3489538,-66.269284,Toa Alta,Postres
