nombre,telefono,direccion,latitud,longitud,municipio,categoria
El Punto 8 Sport Bar,,"901 Cll Hypolais, San Juan, 00924, Puerto Rico",18.4083342,-66.0077283,Ciales,Jangueo
The Flight Park,,"CXPQ+R5G, Carolina, 00979, Puerto Rico",18.4370595,-66.01203989999999,Ciales,Jangueo
Pollos Neco,,"5 Carretera 149 Km. 15.6, Ciales, 00638, Puerto Rico",18.3242112,-66.4755899,Ciales,Jangueo
La Terrazita D’ Ana,,"8GFG+637, Ciales, 00638, Puerto Rico",18.3235549,-66.4755716,Ciales,Jangueo
El CAPORAL,,"9XWJ+M53, San Juan, 00924, Puerto Rico",18.3966413,-66.01958619999999,Ciales,Jangueo
El Cabo,,"PR-187, Carolina, Loíza 00772, Puerto Rico",18.4569308,-65.98541159999999,Ciales,Jangueo
"Bonding Food & Beer Garden - Carolina, Puerto Rico",,"65 Infantería Km.10.7 Carolina Industrial Park, Carolina, 00987, Puerto Rico",18.3760454,-65.9562345,Ciales,Jangueo
El Escondite Sport Bar,,"9XC7+G5M, Cll Acuario, San Juan, 00926, Puerto Rico",18.3713417,-66.0370748,Ciales,Jangueo
El Ultimo Brinco de Lolo,,"Carretera 149, Ciales, 00638, Puerto Rico",18.275309,-66.5125578,Ciales,Jangueo
El Ocho de Rio,,"102 Av. Universidad, San Juan, 00925, Puerto Rico",18.4029734,-66.05471949999999,Ciales,Jangueo
Rancho Rico,,"3 Calle Palmer, Ciales, 00638, Puerto Rico",18.3360281,-66.46848969999999,Ciales,Jangueo
Sabor D'qui,,"Calle Lina R Corretger, Ciales, 00638, Puerto Rico",18.3379713,-66.46886769999999,Ciales,Jangueo
Zona 9 Bar & Grill + Billiards,,"1128B Av. Américo Miranda, San Juan, 00921, Puerto Rico",18.4008798,-66.07909339999999,Ciales,Jangueo
El Mata Plátano Bar & Grill,,"9G5C+6X3, PR-6685, Ciales, 00638, Puerto Rico",18.3580121,-66.4775691,Ciales,Jangueo
Ruta Taina,,"Carretera 149 km 24.8, Ciales, 00638, Puerto Rico",18.2824331,-66.50996289999999,Ciales,Jangueo
La Rumba Sports Bar,,"8G8G+CXH, Ciales, 00638, Puerto Rico",18.316074,-66.47250439999999,Ciales,Jangueo
Oasis Tapas & Lounge,,"Puerto Rico 6, 4 Condado Ave, San Juan, 00907, Puerto Rico",18.4567519,-66.0714175,Ciales,Jangueo
La Medica Barra de Cafe By Zinnia,,"L 583 Ave Pontezuela, Carolina, 00983, Puerto Rico",18.4265051,-65.9829383,Ciales,Jangueo
Vista Las Cañas Bar & Restaurant,,"Puerto Rico 149 Km 23.5, Ciales, 00638, Puerto Rico",18.2903396,-66.50908489999999,Ciales,Restaurantes
Zul Rooftop,,"7 C. Gardenia, Carolina, 00979, Puerto Rico",18.4449426,-66.0164176,Ciales,Jangueo
The Orphan's Grocery Bar,,"7F6W+P84, Ciales, 00638, Puerto Rico",18.2617523,-66.5041744,Ciales,Jangueo
Kalaloo Pizza,,"Carr 6685, Bo, PR-149, Ciales, 00638, Puerto Rico",18.3365888,-66.4647542,Ciales,Jangueo
Modelos Bar,,"Cll América, San Juan, 00917, Puerto Rico",18.4239632,-66.05048459999999,Ciales,Jangueo
Restaurante Arturito,,"Carr.149 km. 18.3 Interior, Sector La Línea, Ciales, 00638, Puerto Rico",18.3024802,-66.4681756,Ciales,Restaurantes
La Wueltita,,"357 C. Roberts, San Juan, 00901, Puerto Rico",18.4503678,-66.0701267,Ciales,Jangueo
Suso's Bar & Rest.,,"219 Av. Eleanor Roosevelt, San Juan, 00918, Puerto Rico",18.4205049,-66.0609972,Ciales,Jangueo
BOSCO,,"1918 C. Loíza Unit #3, San Juan, 00911, Puerto Rico",18.4509274,-66.05636059999999,Ciales,Jangueo
Restaurant Campamento,,"9G9F+FJJ, Carretera 149, Manatí, 00674, Puerto Rico",18.3687072,-66.4759893,Ciales,Restaurantes
Rafi's Restaurant Bar & Grill,,"187, km 4.5, Loíza, 00772, Puerto Rico",18.457347,-65.9855128,Ciales,Jangueo
La Mexkla,,"PR-149 km 19.2, Ciales, 00638, Puerto Rico",18.3025576,-66.4813419,Ciales,Jangueo
El Refugio,,"CW3W+XHJ, Calle, San Juan, 00925, Puerto Rico",18.4049632,-66.05361200000002,Ciales,Jangueo
Café Borikén,,"52 Av. Universidad, San Juan, 00925, Puerto Rico",18.4029826,-66.054282,Ciales,Jangueo
Las Palmas Bar and Rest.,,"corner, Av. Las Palmas & Cll Ernesto Cerra, CWX9+CRC, San Juan, 00907, Puerto Rico",18.4485654,-66.0804722,Ciales,Jangueo
Echate Pa'k Bar & Grill,,"1-9 Cll 15, Carolina, 00985, Puerto Rico",18.3912089,-65.9669011,Ciales,Jangueo
La Estación del Chinchorreo,,"9G7F+5JG, Hato Viejo, Ciales 00638, Puerto Rico",18.3629295,-66.4759088,Ciales,Jangueo
Arte de Jíbaro,,"Carr.615, Bo Km.8.5, Ciales 00638, Puerto Rico",18.2656814,-66.48329489999999,Ciales,Jangueo
Platanutre Bar & Grill,,"PR-900, Yabucoa, 00767, Puerto Rico",18.0489401,-65.88473069999999,Yabucoa,Jangueo
El Nuevo Horizonte,,"8 PR-901, Yabucoa, 00767, Puerto Rico",18.0229611,-65.8503127,Yabucoa,Restaurantes
Buen Rato Bar & Restaurant,,"Carr 9914, Al lado de la rotonda, Bo km .01, Yabucoa, 00767, Puerto Rico",18.0443895,-65.85067529999999,Yabucoa,Restaurantes
Rancho el Campo restaurant,,"Hc #5 box, 5230 Sector El Tamarindo, Yabucoa, 00767, Puerto Rico",18.0343317,-65.8477939,Yabucoa,Restaurantes
Taqueria del Pueblo,,"59 Cll Cristobal Colon, Yabucoa, 00767, Puerto Rico",18.0472441,-65.87868139999999,Yabucoa,Restaurantes
Helecho's Restaurant,,"PR-181, km13.2 Bo, Yabucoa 00767, Puerto Rico",18.0674381,-65.9919045,Yabucoa,Restaurantes
La Casita de Roldi,,"PR-900, Yabucoa, 00767, Puerto Rico",18.0577288,-65.93249810000002,Yabucoa,Restaurantes
La carreta,,"PR-901, El Negro, Yabucoa 00767, Puerto Rico",18.0229281,-65.8429403,Yabucoa,Restaurantes
Georgie's Pizza Place Yabucoa,,"2 PR-901, Yabucoa, 00767, Puerto Rico",18.0447541,-65.87206379999999,Yabucoa,Restaurantes
Delicia China,,"24VJ+W39, Cll L, Yabucoa, 00767, Puerto Rico",18.044782,-65.8697616,Yabucoa,Restaurantes
The Morrillo,,"carretera 901 bo, Yabucoa, 00767, Puerto Rico",18.0291731,-65.83238639999999,Yabucoa,Restaurantes
Restaurante El Panorámico,,"336J+GPP, PR-182, Yabucoa, 00767, Puerto Rico",18.0613298,-65.9181844,Yabucoa,Restaurantes
Pizzeria The Relative #1,,"64 Cll Cristobal Colon, Yabucoa, 00767, Puerto Rico",18.0462276,-65.87854159999999,Yabucoa,Restaurantes
Kiosko La Frescura,,"357M+9GM, Yabucoa 00767, Puerto Rico",18.0634681,-65.816197,Yabucoa,Restaurantes
"Coconut Mar, Yabucoa",,"PR-9911, Yabucoa, 00767, Puerto Rico",18.039885,-65.8346486,Yabucoa,Restaurantes
Cafetín Los Panchos,,"4423+2J2, PR-9903, Yabucoa, 00767, Puerto Rico",18.1000181,-65.8959745,Yabucoa,Restaurantes
Sammy's Pizza #1,,"105-115 C. Luis Muñoz Rivera, Yabucoa, 00767, Puerto Rico",18.0498385,-65.8824716,Yabucoa,Restaurantes
La central Café,,"24WG+4H5, PR-901, Yabucoa, 00767, Puerto Rico",18.0452911,-65.873502,Yabucoa,Coffee Shops
Café Don Mario,,"8 PR-901, Yabucoa, 00767, Puerto Rico",18.0222972,-65.8514557,Yabucoa,Coffee Shops
Ortiz Bakery,,"342F+X83, C. Luis Muñoz Rivera, Yabucoa, 00767, Puerto Rico",18.0523985,-65.8766922,Yabucoa,Coffee Shops
Mr. Waffle,,"24WG+4H5, PR-901, Yabucoa, 00767, Puerto Rico",18.0452911,-65.873502,Yabucoa,Coffee Shops
The Point,,"24VQ+G2, Yabucoa, 00767, Puerto Rico",18.0438135,-65.8624773,Yabucoa,Coffee Shops
Bit of Sugar,,"PR-901, Yabucoa, 00767, Puerto Rico",18.040108,-65.8471729,Yabucoa,Coffee Shops
Panadería & Repostería Deli Dulce Arte,,"25Q4+C5J, PR-901, Yabucoa, 00767, Puerto Rico",18.04052,-65.84770569999999,Yabucoa,Coffee Shops
Guachitos Bake and Deli,,"1, 3344 Cll Cristobal Colon Suite 2, Yabucoa, 00767, Puerto Rico",18.0503455,-65.8796887,Yabucoa,Coffee Shops
Cafetería Johanna’s Mini-Market,,"1 Cll Catalina Morales, Yabucoa, 00767, Puerto Rico",18.0496347,-65.8823061,Yabucoa,Coffee Shops
Panadería y Repostería El Maná,,"PR-3, Yabucoa, 00767, Puerto Rico",18.0902759,-65.8476909,Yabucoa,Coffee Shops
El MANÁ Azucarera,,"24VG+XVJ, PR-901, Yabucoa, 00767, Puerto Rico",18.044961,-65.8728647,Yabucoa,Coffee Shops
The Sweetest Things,,"Urb. Jardines de Yabucoa Lote A1, Yabucoa, 00767, Puerto Rico",18.0464,-65.8752196,Yabucoa,Coffee Shops
Sin Prisa Coffee Shop,,"1804 C. Loíza, San Juan, 00911, Puerto Rico",18.4514175,-66.05944769999999,Yabucoa,Coffee Shops
Luna Coffee & Latin Kitchen,,"352 Av. Américo Miranda, San Juan, 00927, Puerto Rico",18.3996731,-66.0681191,Yabucoa,Coffee Shops
Café del Niño,,"Palacio Rojo, 54 C. de la Fortaleza, San Juan, 00901, Puerto Rico",18.4639733,-66.1184928,Yabucoa,Coffee Shops
Buen Rato Bar & Restaurant,,"Carr 9914, Al lado de la rotonda, Bo km .01, Yabucoa, 00767, Puerto Rico",18.0443895,-65.85067529999999,Yabucoa,Restaurantes
Naturola Health Food,,"Urb Mendez Blq. A-1, Ste. 2, Yabucoa, 00971, Puerto Rico",18.0446893,-65.8721405,Yabucoa,Coffee Shops
City Bowl Yabucoa,,"2 PR-901, Yabucoa, 00767, Puerto Rico",18.0437871,-65.8660258,Yabucoa,Coffee Shops
Espresso Lab Coffee Shop,,"8020 Tartak St Hyatt Centric San Juan, Lobby, 8020 José M. Tartak Ave, Carolina, 00979, Puerto Rico",18.4406718,-66.02198229999999,Yabucoa,Coffee Shops
Creaciones Dulce,,"Carr 3, sector la villa km 97.5, Yabucoa, 00767, Puerto Rico",18.0399205,-65.8720663,Yabucoa,Coffee Shops
Morena Coffee Express,,"PR-176 KM 1.4, San Juan, 00926, Puerto Rico",18.3808964,-66.0557651,Yabucoa,Coffee Shops
Hacienda San Pedro,,"211 Av. Ing. Manuel Domenech, San Juan, 00918, Puerto Rico",18.4151705,-66.0601792,Yabucoa,Coffee Shops
Tierra Adentro Coffee Shop,,"Calle Sta. Águeda, San Juan, 00926, Puerto Rico",18.3740435,-66.0543423,Yabucoa,Coffee Shops
Paseos Café,,"Caguas, 00725, Puerto Rico",18.2314603,-66.035455,Yabucoa,Coffee Shops
"Coconut Mar, Yabucoa",,"PR-9911, Yabucoa, 00767, Puerto Rico",18.039885,-65.8346486,Yabucoa,Coffee Shops
Paolo's Coffee,,"401 C. del Parque, San Juan, 00912, Puerto Rico",18.4452617,-66.0658325,Yabucoa,Coffee Shops
Hacienda San Pedro,,"1350 Ashford Ave, San Juan, 00907, Puerto Rico",18.4550466,-66.0690455,Yabucoa,Coffee Shops
Blessed nutrition club,,"37-25 PR-9910, Yabucoa, 00767, Puerto Rico",18.0486634,-65.8790063,Yabucoa,Coffee Shops
Delicia China,,"24VJ+W39, Cll L, Yabucoa, 00767, Puerto Rico",18.044782,-65.8697616,Yabucoa,Coffee Shops
Café Consciente,,"171 C. O'Neill, San Juan, 00918, Puerto Rico",18.4229816,-66.0624776,Yabucoa,Coffee Shops
Georgie's Pizza Place Yabucoa,,"2 PR-901, Yabucoa, 00767, Puerto Rico",18.0447541,-65.87206379999999,Yabucoa,Coffee Shops
Hacienda San Pedro,,"318 Avenida José de Diego, San Juan, 00923, Puerto Rico",18.4469101,-66.0679083,Yabucoa,Coffee Shops
@Fresco Coffee Bar & Bistro,,"Calle 1 lote 15 Metro Office Park, Guaynabo, 00969, Puerto Rico",18.4161364,-66.1046902,Yabucoa,Coffee Shops
Supermercado Econo,,"4 Cll Catalina Morales, Yabucoa, 00767, Puerto Rico",18.0479891,-65.8827754,Yabucoa,Coffee Shops
Café Comunión,,"1616 PR-25, San Juan, 00909, Puerto Rico",18.4439231,-66.0657765,Yabucoa,Coffee Shops
Hornofino Coffee Shop,,"Cupey Professional Mall, C. San Claudio, San Juan, 00926, Puerto Rico",18.3796425,-66.05394559999999,Yabucoa,Coffee Shops
Martinez Coffee Shop,,"Bo, PR-182, Yabucoa, 00767, Puerto Rico",18.0586912,-65.9046594,Yabucoa,Coffee Shops
Platanutre Bar & Grill,,"PR-900, Yabucoa, 00767, Puerto Rico",18.0489401,-65.88473069999999,Yabucoa,Jangueo
Rodriguez Food Market,,"I3 Cll 1, Yabucoa, 00767, Puerto Rico",18.0482764,-65.8854644,Yabucoa,Coffee Shops
Gustos Coffee,,"CXPV+97M, Arrivals Ave, Carolina, 00979, Puerto Rico",18.4360159,-66.0072387,Yabucoa,Coffee Shops
Boca Boca Generales,,"CX43+5XH, San Juan, 00923, Puerto Rico",18.4053911,-66.0449995,Yabucoa,Coffee Shops
Cafe Doña Malen,,"4455+C6, Martorell, Yabucoa 00767, Puerto Rico",18.1091192,-65.8925404,Yabucoa,Coffee Shops
Pasajero 17 @ EnBeta,,"5 Esquina, 1135 C. 2 Suite 1, San Juan, 00927, Puerto Rico",18.3909641,-66.0693564,Yabucoa,Coffee Shops
Don Ruiz Coffee - Freshmart,,"201 Calle Juan Kalaf, San Juan, 00918, Puerto Rico",18.4265331,-66.0709703,Yabucoa,Coffee Shops
All Ways 99,,"Ste 20, 4 Cll Catalina Morales, Yabucoa, 00767, Puerto Rico",18.0482123,-65.8831996,Yabucoa,Coffee Shops
Grandma's Fried Foods,,"24VQ+H2, Yabucoa, 00767, Puerto Rico",18.043896,-65.862414,Yabucoa,Coffee Shops
Escobar Latte Art,,"Edificio Ila, 1055 Marginal Kennedy, San Juan, 00907, Puerto Rico",18.4330498,-66.086891,Yabucoa,Coffee Shops
Taqueria del Pueblo,,"59 Cll Cristobal Colon, Yabucoa, 00767, Puerto Rico",18.0472441,-65.87868139999999,Yabucoa,Coffee Shops
La Rumba Bar & Rest.,,"25Q6+69J, Yabucoa 00767, Puerto Rico",18.0380758,-65.8390948,Yabucoa,Coffee Shops
Nocturnal Creole,,"2 PR-901, Yabucoa, 00767, Puerto Rico",18.0430541,-65.8662001,Yabucoa,Coffee Shops
Baruch,,"C2FC+6JM, Esq. Calle 11 Ave Galicia, Carolina, 00984, Puerto Rico",18.4230806,-65.9785206,Yabucoa,Coffee Shops
"Pitirre Cafe Miramar, San Juan",,"FW3C+XG8, San Juan, 00907, Puerto Rico",18.4547222,-66.0785782,Yabucoa,Coffee Shops
EmpanadisimasPR,,"GK-44, Av. Roberto Sánchez Vilella, Carolina, 00982, Puerto Rico",18.4126819,-65.9982888,Yabucoa,Coffee Shops
El Cielo Coffee Shop,,"2250 Calle Celestial, Carolina, 00979, Puerto Rico",18.4316011,-66.00585749999999,Yabucoa,Coffee Shops
Starbene Caffe,,"4008 The Mall of San Juan Blvd #1000, San Juan, 00924, Puerto Rico",18.4124832,-66.0258967,Yabucoa,Coffee Shops
D’Frozz,,"103 C. Muñoz Rivera, Vieques, 00765, Puerto Rico",18.1487803,-65.4420533,Yabucoa,Coffee Shops
Café La Estación,,"Ave. 65 Infanteria. Km 6.8 Int. PR-887 San Anton, Carolina, 00985, Puerto Rico",18.3979982,-65.9894111,Yabucoa,Coffee Shops
El Nuevo Horizonte,,"8 PR-901, Yabucoa, 00767, Puerto Rico",18.0229611,-65.8503127,Yabucoa,Coffee Shops
Rellenas Full Throttle,,"24VM+JJF, PR-901, Yabucoa, 00767, Puerto Rico",18.0440725,-65.86595489999999,Yabucoa,Coffee Shops
Ortiz Bakery,,"342F+X83, C. Luis Muñoz Rivera, Yabucoa, 00767, Puerto Rico",18.0523985,-65.8766922,Yabucoa,Panaderías
Guachitos Bake and Deli,,"1, 3344 Cll Cristobal Colon Suite 2, Yabucoa, 00767, Puerto Rico",18.0503455,-65.8796887,Yabucoa,Panaderías
El MANÁ Azucarera,,"24VG+XVJ, PR-901, Yabucoa, 00767, Puerto Rico",18.044961,-65.8728647,Yabucoa,Panaderías
Panadería & Repostería Deli Dulce Arte,,"25Q4+C5J, PR-901, Yabucoa, 00767, Puerto Rico",18.04052,-65.84770569999999,Yabucoa,Panaderías
Panadería y Repostería El Maná,,"PR-3, Yabucoa, 00767, Puerto Rico",18.0902759,-65.8476909,Yabucoa,Panaderías
Creaciones Dulce,,"Carr 3, sector la villa km 97.5, Yabucoa, 00767, Puerto Rico",18.0399205,-65.8720663,Yabucoa,Panaderías
Respostería Yolanda,,"4429+275, PR-9905, Yabucoa 00767, Puerto Rico",18.1000236,-65.881759,Yabucoa,Panaderías
Panadería Las Delicias Calabaza,,"Parcelas Villa Kily calabaza Yabucoa, Yabucoa, 00767, Puerto Rico",18.0583842,-65.9069255,Yabucoa,Panaderías
La Terraza de Juanita,,"25Q4+27G, PR-901, Yabucoa, 00767, Puerto Rico",18.0375504,-65.8442972,Yabucoa,Jangueo
The Morrillo,,"carretera 901 bo, Yabucoa, 00767, Puerto Rico",18.0291731,-65.83238639999999,Yabucoa,Jangueo
"Coconut Mar, Yabucoa",,"PR-9911, Yabucoa, 00767, Puerto Rico",18.039885,-65.8346486,Yabucoa,Jangueo
Pa Casa Dua Bar And Rest,,"24QH+X3H, Yabucoa, 00767, Puerto Rico",18.0398824,-65.87227829999999,Yabucoa,Jangueo
Buen Rato Bar & Restaurant,,"Carr 9914, Al lado de la rotonda, Bo km .01, Yabucoa, 00767, Puerto Rico",18.0443895,-65.85067529999999,Yabucoa,Restaurantes
El Bullpen,,"52 Cll Cristobal Colon #52, Yabucoa, 00767, Puerto Rico",18.0476098,-65.8791133,Yabucoa,Jangueo
El Caobo Bar & Grill,,"24RH+GW3, Yabucoa, 00767, Puerto Rico",18.0412512,-65.8701897,Yabucoa,Jangueo
La Rumba Bar & Rest.,,"25Q6+69J, Yabucoa 00767, Puerto Rico",18.0380758,-65.8390948,Yabucoa,Jangueo
The Tivoli,,"Cll 12, Yabucoa, 00767, Puerto Rico",18.0399077,-65.846925,Yabucoa,Jangueo
El Hangover Sport Bar,,"PR-900, Playita, Yabucoa 00767, Puerto Rico",18.0464714,-65.9203663,Yabucoa,Jangueo
Platanutre Bar & Grill,,"PR-900, Yabucoa, 00767, Puerto Rico",18.0489401,-65.88473069999999,Yabucoa,Jangueo
Los Tres Robles Bar & Grill,,"PR-9902, Yabucoa 00767, Puerto Rico",18.1091324,-65.91874609999999,Yabucoa,Jangueo
La Frontera Yabucoeña,,"24CV+3Q, El Negro, Yabucoa 00767, Puerto Rico",18.020174,-65.8555772,Yabucoa,Jangueo
La Carcajada De Rafilin Sport Bar,,"19-57 C. Luis Muñoz Rivera, Yabucoa, 00767, Puerto Rico",18.0526847,-65.8767476,Yabucoa,Jangueo
Agencia Hípica 295 - El Décimo Inning,,"2 PR-901, Yabucoa, 00767, Puerto Rico",18.0447106,-65.87220549999999,Yabucoa,Jangueo
The New Fun,,"24VX+WCQ, PR-9914, Yabucoa 00767, Puerto Rico",18.0448288,-65.8513876,Yabucoa,Jangueo
La Cantina del Tejano,,"4429+P7X, PR-905, Yabucoa, 00767, Puerto Rico",18.1018506,-65.88177929999999,Yabucoa,Jangueo
El Tirijala Sport Bar,,"44C6+C7V, Martorell, Yabucoa 00767, Puerto Rico",18.1211217,-65.8893231,Yabucoa,Jangueo
La Burbu,,"PR-901, Yabucoa, 00767, Puerto Rico",18.0424475,-65.850713,Yabucoa,Jangueo
Georgie's Pizza Place Yabucoa,,"2 PR-901, Yabucoa, 00767, Puerto Rico",18.0447541,-65.87206379999999,Yabucoa,Jangueo
El Nuevo Horizonte,,"8 PR-901, Yabucoa, 00767, Puerto Rico",18.0229611,-65.8503127,Yabucoa,Jangueo
Delicia China,,"24VJ+W39, Cll L, Yabucoa, 00767, Puerto Rico",18.044782,-65.8697616,Yabucoa,Jangueo
La Pica,,"24Q7+F8, Yabucoa, 00767, Puerto Rico",18.038689,-65.88671699999999,Yabucoa,Jangueo
Pizzeria The Relative #1,,"64 Cll Cristobal Colon, Yabucoa, 00767, Puerto Rico",18.0462276,-65.87854159999999,Yabucoa,Jangueo
Taqueria del Pueblo,,"59 Cll Cristobal Colon, Yabucoa, 00767, Puerto Rico",18.0472441,-65.87868139999999,Yabucoa,Jangueo
La carreta,,"PR-901, El Negro, Yabucoa 00767, Puerto Rico",18.0229281,-65.8429403,Yabucoa,Jangueo
The Center LLC Horse Racing Agency #144,,"Calle Cristobal Colon #33Yabucoa, Yabucoa, 00767, Puerto Rico",18.048445,-65.8788914,Yabucoa,Jangueo
The Flight Park,,"CXPQ+R5G, Carolina, 00979, Puerto Rico",18.4370595,-66.01203989999999,Yabucoa,Jangueo
La Placita de Santurce,,"300 C. dos Hermanos, San Juan, 00909, Puerto Rico",18.4504555,-66.0705457,Yabucoa,Jangueo
Kiosko La Frescura,,"357M+9GM, Yabucoa 00767, Puerto Rico",18.0634681,-65.816197,Yabucoa,Jangueo
El Túnel Lucky Cash,,"El Tunel Car Wash, Av. 65 de Infantería, San Juan, 00926, Puerto Rico",18.3943359,-66.03405130000002,Yabucoa,Jangueo
Sammy's Pizza #1,,"105-115 C. Luis Muñoz Rivera, Yabucoa, 00767, Puerto Rico",18.0498385,-65.8824716,Yabucoa,Jangueo
Alcaldía Sport Bar,,"1006 Av. Juan Ponce de León, San Juan, 00924, Puerto Rico",18.4009876,-66.05229510000001,Yabucoa,Jangueo
LA GRAN PARADA,,"BO, SECTOR, PR-3 KL 105.2a 3, Yabucoa, 00767, Puerto Rico",18.0390881,-65.89152159999999,Yabucoa,Jangueo
Bar el cruce,,"24WC+PGF, Yabucoa, 00767, Puerto Rico",18.046812,-65.8787084,Yabucoa,Jangueo
La Esquina de Diego,,"553 Calle de Diego, San Juan, 00901, Puerto Rico",18.3977908,-66.0311442,Yabucoa,Jangueo
El Ocho de Rio,,"102 Av. Universidad, San Juan, 00925, Puerto Rico",18.4029734,-66.05471949999999,Yabucoa,Jangueo
The Mar Azul,,"577 calle germa riekhoff, Vieques, 00765, Puerto Rico",18.151083,-65.4429109,Yabucoa,Jangueo
El Mercadito de Luly,,"World Plaza, 268 Av. Luis Muñoz Rivera, San Juan, 00919, Puerto Rico",18.4241186,-66.0588422,Yabucoa,Jangueo
THE NEW PARE PUB,,"335Q+6HW, Cll 3, Yabucoa, 00767, Puerto Rico",18.0581587,-65.9111356,Yabucoa,Jangueo
Yoly's Café,,"C288+4P2, PR-190, Carolina, 00983, Puerto Rico",18.4152575,-65.98323429999999,Yabucoa,Jangueo
HighlevelSportbar,,"825 Ave Iturregui, San Juan, 00924, Puerto Rico",18.411787,-66.009216,Yabucoa,Jangueo
Yabucoa Harbor Boulevard,,"3529+26G, Yabucoa 00767, Puerto Rico",18.0500615,-65.8319168,Yabucoa,Jangueo
Mojitos Solution Bar & Rest.,,"796 Av. Roberto Sánchez Vilella, San Juan, 00924, Puerto Rico",18.4080781,-66.0017149,Yabucoa,Jangueo
El CAPORAL,,"9XWJ+M53, San Juan, 00924, Puerto Rico",18.3966413,-66.01958619999999,Yabucoa,Jangueo
Piel Kanela,,"Parcelas Hill Brother, 375 Calle 11, Río Piedras, San Juan 00924, Puerto Rico",18.3945066,-66.0215245,Yabucoa,Jangueo
El Punto 8 Sport Bar,,"901 Cll Hypolais, San Juan, 00924, Puerto Rico",18.4083342,-66.0077283,Yabucoa,Jangueo
La Factoría,,"51 C. de San José, San Juan, 00901, Puerto Rico",18.4672058,-66.1175368,Yabucoa,Jangueo
Triángulo,,"75 C. Arzuaga, San Juan, 00925, Puerto Rico",18.3979964,-66.05010109999999,Yabucoa,Jangueo
Refill Sport Bar,,"990 C. Eider, San Juan, 00924, Puerto Rico",18.4043149,-66.00402679999999,Yabucoa,Jangueo
Vivo Beach Club,,"7000 Carr. 187 RR2, Carolina, 00979, Puerto Rico",18.4469466,-66.00006739999999,Yabucoa,Jangueo
Vicky Sport Bar,,"-989 Puerto Rico, 955 Cll Mirlo, San Juan, 00924, Puerto Rico",18.4077325,-66.0019002,Yabucoa,Jangueo
Restaurante Paisajes Curet,,"PR-3, Maunabo, 00707, Puerto Rico",17.9803662,-65.9103954,Yabucoa,Restaurantes
The Limbers of Rey,,"35J5+7RH, PR-906, Comunas, Yabucoa 00767, Puerto Rico",18.0808041,-65.8400214,Yabucoa,Jangueo
The Play's Pub,,"622 C. Mónaco #3634, Carolina, 00982, Puerto Rico",18.3989421,-65.98728299999999,Yabucoa,Jangueo
Perico's Pub,,"CW2F+FMP, Av. Américo Miranda, San Juan, 00921, Puerto Rico",18.4012161,-66.075802,Yabucoa,Jangueo
Bryant Cafe Sport Bar,,"368 Cll Blanes, San Juan, 00923, Puerto Rico",18.4223105,-66.0384469,Yabucoa,Jangueo
Casita Hato Rey,,"159 Av. Quisqueya, Caño Martin Peña, San Juan 00918, Puerto Rico",18.4272935,-66.0520452,Yabucoa,Jangueo
Suso's Bar & Rest.,,"219 Av. Eleanor Roosevelt, San Juan, 00918, Puerto Rico",18.4205049,-66.0609972,Yabucoa,Jangueo
Con-Tenedores Food Truck Park,,"45WP+3RH, Bo, Humacao, 00791, Puerto Rico",18.1451794,-65.8128978,Yabucoa,Food Trucks
Paseo boricua food truck,,"24VX+6P5, Yabucoa 00767, Puerto Rico",18.0430118,-65.8506364,Yabucoa,Food Trucks
La Flaca Family FoodTruck,,"35J5+4XR, Yabucoa, 00767, Puerto Rico",18.0804666,-65.8402517,Yabucoa,Food Trucks
La carreta,,"PR-901, El Negro, Yabucoa 00767, Puerto Rico",18.0229281,-65.8429403,Yabucoa,Food Trucks
Promises of Life Food Truck,,"BO, PR-901 KM,1.6, Yabucoa, 00767, Puerto Rico",18.0441323,-65.8618536,Yabucoa,Food Trucks
Mr. Waffle,,"24WG+4H5, PR-901, Yabucoa, 00767, Puerto Rico",18.0452911,-65.873502,Yabucoa,Postres
Bit of Sugar,,"PR-901, Yabucoa, 00767, Puerto Rico",18.040108,-65.8471729,Yabucoa,Postres
Frappeletados Yabucoa,,"24WF+GWG, Yabucoa, 00767, Puerto Rico",18.0463176,-65.87515669999999,Yabucoa,Postres
Creaciones Dulce,,"Carr 3, sector la villa km 97.5, Yabucoa, 00767, Puerto Rico",18.0399205,-65.8720663,Yabucoa,Postres
Don Chano Fruit Bowl,,"24VX+CP5, PR-901, Yabucoa, 00767, Puerto Rico",18.0435028,-65.85063389999999,Yabucoa,Postres
Panadería & Repostería Deli Dulce Arte,,"25Q4+C5J, PR-901, Yabucoa, 00767, Puerto Rico",18.04052,-65.84770569999999,Yabucoa,Postres
Ortiz Bakery,,"342F+X83, C. Luis Muñoz Rivera, Yabucoa, 00767, Puerto Rico",18.0523985,-65.8766922,Yabucoa,Postres
Guachitos Bake and Deli,,"1, 3344 Cll Cristobal Colon Suite 2, Yabucoa, 00767, Puerto Rico",18.0503455,-65.8796887,Yabucoa,Postres
Panadería y Repostería El Maná,,"PR-3, Yabucoa, 00767, Puerto Rico",18.0902759,-65.8476909,Yabucoa,Postres
Mi Trabajo Cakes,,"m4 Calle 7, Yabucoa, 00767, Puerto Rico",18.0483582,-65.8875876,Yabucoa,Postres
The Limbers of Rey,,"35J5+7RH, PR-906, Comunas, Yabucoa 00767, Puerto Rico",18.0808041,-65.8400214,Yabucoa,Postres
